host_identity_verified,neighbourhood group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,reviews per month,review rate number,calculated host listings count,availability 365
unconfirmed,Manhattan,West Village,40.73712,-74.00166,True,moderate,Private room,2004,88.0,18.0,30,5,0.07,5.0,1,62
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.69242,-73.95097,False,strict,Entire home/apt,2012,833.0,167.0,2,187,1.97,3.0,2,420
verified,Manhattan,Chelsea,40.74695,-74.00454,False,moderate,Private room,2011,440.0,88.0,4,1,0.02,3.0,1,398
unconfirmed,Brooklyn,East New York,40.67497,-73.87305,True,moderate,Entire home/apt,2011,1181.0,236.0,3,177,1.86,2.0,1,145
verified,Brooklyn,Crown Heights,40.66788,-73.94813,False,flexible,Entire home/apt,2010,923.0,185.0,4,90,0.94,3.0,1,45
verified,Manhattan,Upper East Side,40.76684,-73.95944,True,flexible,Entire home/apt,2014,858.0,172.0,7,39,0.41,2.0,1,369
verified,Brooklyn,Bedford-Stuyvesant,40.68967,-73.95445,False,moderate,Entire home/apt,2022,413.0,83.0,-3,42,0.44,5.0,1,292
unconfirmed,Brooklyn,Prospect Heights,40.67946,-73.96501,True,strict,Entire home/apt,2013,972.0,194.0,3,33,0.35,1.0,1,214
verified,Brooklyn,Park Slope,40.66944,-73.98083,True,strict,Entire home/apt,2005,346.0,69.0,3,179,2.02,5.0,1,114
verified,Manhattan,East Village,40.72566,-73.97748,False,flexible,Private room,2010,152.0,30.0,3,81,0.85,4.0,2,171
verified,Manhattan,Hell's Kitchen,40.7709,-73.99181,False,moderate,Private room,2021,619.0,124.0,28,43,0.45,5.0,2,-4
unconfirmed,Brooklyn,Williamsburg,40.71943,-73.95958,False,strict,Private room,2003,557.0,111.0,30,52,0.54,4.0,1,228
unconfirmed,Queens,Sunnyside,40.74249,-73.92466,True,strict,Private room,2010,177.0,35.0,2,160,1.68,2.0,1,301
verified,Manhattan,Chelsea,40.74033,-74.00024,False,flexible,Entire home/apt,2020,836.0,167.0,6,23,0.27,1.0,2,129
unconfirmed,Manhattan,Upper West Side,40.7969,-73.96128,False,strict,Private room,2007,181.0,36.0,6,35,0.37,4.0,1,210
unconfirmed,Manhattan,Washington Heights,40.83403,-73.94553,True,flexible,Private room,2010,913.0,183.0,1,225,2.35,5.0,1,146
unconfirmed,Brooklyn,Prospect-Lefferts Gardens,40.65513,-73.95641,False,moderate,Private room,2014,556.0,111.0,1,401,6.62,4.0,2,313
verified,Brooklyn,Prospect-Lefferts Gardens,40.65589,-73.95539,True,moderate,Private room,2016,67.0,13.0,1,72,0.84,2.0,2,292
verified,Brooklyn,Williamsburg,40.70275,-73.94501,False,moderate,Private room,2003,253.0,51.0,1,46,0.97,5.0,1,30
verified,Brooklyn,Bedford-Stuyvesant,40.68497,-73.95592,False,flexible,Entire home/apt,2021,710.0,142.0,3,207,2.18,4.0,1,97
verified,Manhattan,Harlem,40.82922,-73.94174,False,moderate,Private room,2005,783.0,157.0,3,50,0.65,3.0,2,95
verified,Brooklyn,Williamsburg,40.71137,-73.94362,False,flexible,Private room,2014,760.0,152.0,2,273,2.85,3.0,1,373
unconfirmed,Manhattan,Upper East Side,40.76739,-73.9557,False,flexible,Shared room,2015,910.0,182.0,1,0,0.74,1.0,1,124
unconfirmed,Brooklyn,Park Slope,40.6755,-73.97859,True,strict,Entire home/apt,2021,565.0,113.0,4,105,1.62,1.0,1,43
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68812,-73.94934,False,flexible,Private room,2021,567.0,113.0,4,72,0.76,5.0,3,402
verified,Brooklyn,Bedford-Stuyvesant,40.68186,-73.94113,True,moderate,Entire home/apt,2022,644.0,129.0,3,123,1.29,2.0,1,236
verified,Brooklyn,Bushwick,40.68364,-73.91076,False,strict,Private room,2021,500.0,100.0,2,55,0.59,1.0,1,85
verified,Brooklyn,Williamsburg,40.71893,-73.9428,False,strict,Entire home/apt,2021,1114.0,223.0,4,87,0.99,4.0,1,75
verified,Bronx,Concourse Village,40.82802,-73.92039,False,moderate,Private room,2021,581.0,116.0,3,258,2.7,1.0,2,130
verified,Brooklyn,Fort Greene,40.68765,-73.97073,False,moderate,Entire home/apt,2016,353.0,71.0,2,4,0.18,4.0,1,240
unconfirmed,Brooklyn,Williamsburg,40.71413,-73.96596,True,moderate,Entire home/apt,2012,680.0,136.0,14,31,0.33,4.0,1,425
verified,Brooklyn,Sheepshead Bay,40.58422,-73.94079,True,moderate,Entire home/apt,2007,441.0,88.0,4,128,1.34,2.0,2,-8
verified,Brooklyn,Williamsburg,40.71973,-73.95582,False,flexible,Entire home/apt,2022,357.0,71.0,3,14,0.15,5.0,1,138
verified,Brooklyn,Bedford-Stuyvesant,40.69025,-73.93323,True,strict,Entire home/apt,2005,128.0,26.0,3,30,0.32,1.0,3,397
verified,Queens,Sunnyside,40.73826,-73.92458,False,strict,Private room,2009,924.0,185.0,28,258,2.9,2.0,1,251
unconfirmed,Brooklyn,Greenpoint,40.73049,-73.96115,False,strict,Entire home/apt,2009,186.0,37.0,3,228,2.39,4.0,3,324
verified,Manhattan,West Village,40.73854,-74.00821,True,flexible,Private room,2011,80.0,16.0,90,9,0.2,3.0,1,93
verified,Manhattan,Theater District,40.75877,-73.98863,False,moderate,Entire home/apt,2005,709.0,142.0,2,179,1.88,2.0,1,66
verified,Brooklyn,Gowanus,40.67688,-73.9859,False,moderate,Entire home/apt,2022,473.0,95.0,7,9,0.1,2.0,1,264
verified,Brooklyn,Bushwick,40.70051,-73.92204,False,flexible,Private room,2015,466.0,93.0,1,1,0.37,1.0,1,375
unconfirmed,Manhattan,Lower East Side,40.71712,-73.98898,True,strict,Private room,2021,228.0,46.0,30,25,0.49,1.0,1,103
unconfirmed,Staten Island,Emerson Hill,40.60742,-74.14388,True,flexible,Private room,2012,629.0,126.0,2,2,0.05,1.0,1,91
verified,Brooklyn,Bedford-Stuyvesant,40.68741,-73.95741,False,strict,Private room,2014,520.0,104.0,3,152,1.6,1.0,3,380
unconfirmed,Queens,Long Island City,40.75627,-73.9211,True,strict,Entire home/apt,2012,476.0,95.0,30,24,0.25,3.0,8,259
verified,Brooklyn,Fort Hamilton,40.61927,-74.0307,False,moderate,Entire home/apt,2003,523.0,105.0,30,7,0.08,4.0,1,267
verified,Manhattan,Harlem,40.8078,-73.95208,True,flexible,Private room,2010,145.0,29.0,7,19,0.35,5.0,1,231
unconfirmed,Brooklyn,Bensonhurst,40.61922,-73.99399,False,moderate,Entire home/apt,2006,464.0,93.0,1,24,0.26,2.0,1,384
verified,Brooklyn,Boerum Hill,40.68653,-73.98562,True,moderate,Entire home/apt,2009,396.0,79.0,4,18,0.21,4.0,1,325
unconfirmed,Manhattan,Chinatown,40.71611,-73.99828,True,flexible,Private room,2007,119.0,24.0,30,59,0.64,3.0,1,211
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.67964,-73.93946,True,flexible,Entire home/apt,2012,244.0,49.0,7,63,1.87,1.0,1,162
verified,Manhattan,Hell's Kitchen,40.76189,-73.99,True,strict,Private room,2017,697.0,139.0,2,52,0.55,1.0,1,122
verified,Manhattan,East Village,40.72645,-73.98035,False,moderate,Private room,2018,196.0,39.0,1,278,2.95,2.0,3,341
verified,Brooklyn,Sunset Park,40.66293,-73.99833,False,strict,Entire home/apt,2009,510.0,102.0,5,1,0.01,1.0,1,411
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.69046,-73.95167,False,strict,Entire home/apt,2017,1159.0,232.0,2,35,0.4,4.0,1,7
verified,Bronx,Concourse,40.83001,-73.92158,True,flexible,Private room,2006,361.0,72.0,5,235,2.49,2.0,2,29
unconfirmed,Manhattan,East Harlem,40.79239,-73.94535,True,strict,Entire home/apt,2015,1090.0,218.0,28,115,1.21,5.0,2,265
unconfirmed,Manhattan,SoHo,40.72599,-74.00168,False,flexible,Private room,2005,588.0,118.0,5,1,0.01,4.0,1,392
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68309,-73.94219,False,flexible,Entire home/apt,2004,779.0,156.0,3,305,3.24,3.0,1,175
unconfirmed,Manhattan,East Harlem,40.79442,-73.93433,False,strict,Entire home/apt,2007,1114.0,223.0,1,102,1.52,4.0,1,267
verified,Manhattan,Hell's Kitchen,40.76166,-73.99675,False,moderate,Entire home/apt,2017,676.0,135.0,30,83,0.88,3.0,1,303
unconfirmed,Queens,Ridgewood,40.70163,-73.90867,False,moderate,Private room,2006,674.0,135.0,1,19,0.25,1.0,1,420
unconfirmed,Manhattan,Midtown,40.75575,-73.96842,True,strict,Private room,2015,578.0,116.0,2,61,0.65,3.0,1,233
unconfirmed,Manhattan,Harlem,40.80903,-73.94197,True,flexible,Entire home/apt,2009,1025.0,205.0,5,89,0.94,1.0,1,336
unconfirmed,Queens,Long Island City,40.74581,-73.95295,True,moderate,Private room,2016,1112.0,222.0,30,65,0.74,1.0,3,-6
unconfirmed,Brooklyn,South Slope,40.66414,-73.98574,False,strict,Entire home/apt,2003,1067.0,213.0,1,40,0.44,3.0,1,69
unconfirmed,Manhattan,West Village,40.74,-74.00381,False,flexible,Private room,2003,488.0,98.0,30,80,0.86,5.0,2,16
unconfirmed,Manhattan,Lower East Side,40.72066,-73.98506,False,moderate,Entire home/apt,2010,613.0,123.0,3,100,1.06,5.0,1,119
unconfirmed,Brooklyn,Williamsburg,40.71746,-73.95497,True,moderate,Entire home/apt,2014,1105.0,221.0,2,125,1.36,4.0,3,419
unconfirmed,Brooklyn,DUMBO,40.70257,-73.9847,False,flexible,Entire home/apt,2022,968.0,194.0,5,40,0.5,2.0,1,367
verified,Manhattan,East Village,40.72264,-73.9837,False,moderate,Entire home/apt,2011,1166.0,233.0,4,0,0.74,5.0,1,-4
verified,Manhattan,Kips Bay,40.73833,-73.98186,False,moderate,Entire home/apt,2019,1038.0,208.0,30,139,1.59,5.0,4,180
unconfirmed,Manhattan,Greenwich Village,40.73268,-73.99255,True,flexible,Entire home/apt,2006,765.0,153.0,30,0,0.74,1.0,1,324
unconfirmed,Manhattan,Chinatown,40.71892,-73.99628,False,moderate,Entire home/apt,2021,188.0,38.0,7,2,0.03,2.0,1,239
unconfirmed,Queens,Ditmars Steinway,40.77679,-73.91687,True,flexible,Entire home/apt,2021,134.0,27.0,28,49,0.53,5.0,1,87
unconfirmed,Manhattan,Gramercy,40.73685,-73.98359,False,moderate,Entire home/apt,2014,260.0,52.0,1,0,0.74,3.0,1,36
unconfirmed,Brooklyn,Fort Greene,40.68501,-73.97019,False,moderate,Private room,2012,631.0,126.0,5,124,1.32,1.0,1,149
verified,Brooklyn,Prospect-Lefferts Gardens,40.66068,-73.96003,True,flexible,Entire home/apt,2003,810.0,162.0,21,5,0.12,2.0,1,39
unconfirmed,Brooklyn,Prospect Heights,40.67722,-73.96542,False,flexible,Private room,2022,57.0,11.0,1,147,1.57,5.0,1,387
verified,Brooklyn,Clinton Hill,40.68975,-73.96703,True,moderate,Private room,2022,59.0,12.0,1,43,0.46,5.0,11,338
verified,Brooklyn,Bedford-Stuyvesant,40.69221,-73.95866,True,moderate,Entire home/apt,2008,461.0,92.0,6,8,0.33,3.0,1,321
verified,Manhattan,West Village,40.72969,-74.00635,True,flexible,Entire home/apt,2004,1019.0,204.0,2,37,0.39,1.0,1,302
unconfirmed,Brooklyn,Clinton Hill,40.6893,-73.96602,True,moderate,Private room,2010,1038.0,208.0,1,120,1.28,3.0,11,3
unconfirmed,Brooklyn,Williamsburg,40.70832,-73.94157,False,moderate,Entire home/apt,2017,1156.0,231.0,1,24,0.29,5.0,1,187
unconfirmed,Brooklyn,Williamsburg,40.70875,-73.95508,True,flexible,Entire home/apt,2011,256.0,51.0,30,242,2.59,5.0,1,183
unconfirmed,Manhattan,Inwood,40.85888,-73.92886,False,flexible,Private room,2010,683.0,137.0,4,229,2.45,3.0,1,87
unconfirmed,Bronx,Kingsbridge,40.8679,-73.90023,False,flexible,Private room,2013,640.0,128.0,2,108,1.36,1.0,2,8
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.6889,-73.95383,True,moderate,Entire home/apt,2022,463.0,93.0,2,181,1.92,5.0,1,1
unconfirmed,Manhattan,Chelsea,40.75127,-73.99637,False,strict,Entire home/apt,2005,429.0,86.0,5,34,0.39,1.0,1,297
unconfirmed,Brooklyn,Crown Heights,40.67607,-73.94421,False,moderate,Private room,2003,1154.0,231.0,3,5,0.05,1.0,1,32
unconfirmed,Manhattan,Gramercy,40.73834,-73.9823,True,moderate,Entire home/apt,2021,629.0,126.0,1,5,0.06,4.0,1,211
unconfirmed,Manhattan,Chinatown,40.71582,-73.99902,False,moderate,Entire home/apt,2010,538.0,108.0,1,49,0.58,2.0,1,88
verified,Manhattan,Harlem,40.81068,-73.94288,False,strict,Private room,2008,1029.0,206.0,1,11,0.12,1.0,2,67
unconfirmed,Manhattan,Harlem,40.81122,-73.94279,True,moderate,Entire home/apt,2021,792.0,158.0,5,0,0.74,1.0,2,412
unconfirmed,Manhattan,Greenwich Village,40.73129,-73.99944,True,strict,Entire home/apt,2019,262.0,52.0,3,107,1.15,2.0,1,350
verified,Brooklyn,Williamsburg,40.71628,-73.95737,False,strict,Private room,2003,58.0,12.0,2,241,2.6,4.0,1,109
unconfirmed,Manhattan,Upper West Side,40.78558,-73.9726,False,flexible,Private room,2014,53.0,11.0,1,176,1.89,3.0,1,364
unconfirmed,Manhattan,Chinatown,40.7146,-73.991,True,flexible,Private room,2006,792.0,158.0,4,151,1.63,4.0,2,193
unconfirmed,Manhattan,East Harlem,40.79493,-73.94462,True,moderate,Entire home/apt,2004,383.0,77.0,3,49,0.53,2.0,2,402
unconfirmed,Brooklyn,Sunset Park,40.6623,-73.99049,True,flexible,Entire home/apt,2014,1145.0,229.0,120,13,0.14,3.0,1,248
unconfirmed,Brooklyn,Greenpoint,40.73693,-73.95284,True,flexible,Entire home/apt,2009,1113.0,223.0,3,33,0.47,3.0,28,233
verified,Brooklyn,Greenpoint,40.73794,-73.95254,False,strict,Entire home/apt,2009,685.0,137.0,3,59,0.66,2.0,28,109
unconfirmed,Brooklyn,Brighton Beach,40.58147,-73.96726,False,strict,Private room,2011,637.0,127.0,1,2,0.04,1.0,1,189
unconfirmed,Manhattan,Upper West Side,40.79771,-73.96323,False,strict,Entire home/apt,2013,678.0,136.0,2,16,0.23,2.0,1,250
unconfirmed,Manhattan,Harlem,40.81512,-73.94692,True,flexible,Private room,2008,878.0,176.0,2,72,0.77,3.0,1,203
unconfirmed,Brooklyn,Greenpoint,40.73714,-73.95296,False,strict,Private room,2011,847.0,169.0,3,6,0.1,4.0,28,372
verified,Brooklyn,Greenpoint,40.73731,-73.9545,False,strict,Private room,2016,232.0,46.0,3,4,0.05,2.0,28,-2
verified,Brooklyn,Clinton Hill,40.68618,-73.96144,False,flexible,Entire home/apt,2018,758.0,152.0,3,233,2.5,5.0,1,318
verified,Brooklyn,Park Slope,40.67379,-73.98454,False,flexible,Entire home/apt,2005,963.0,193.0,3,135,1.45,5.0,1,162
unconfirmed,Queens,St. Albans,40.70554,-73.76637,True,strict,Private room,2015,738.0,148.0,4,20,0.23,3.0,1,140
unconfirmed,Manhattan,West Village,40.74031,-74.00532,False,strict,Entire home/apt,2019,328.0,66.0,4,46,0.5,4.0,1,418
verified,Manhattan,Chelsea,40.74618,-74.00392,True,strict,Entire home/apt,2015,177.0,35.0,365,10,0.12,1.0,1,230
verified,Manhattan,Harlem,40.81872,-73.94567,False,flexible,Private room,2007,1137.0,227.0,1,143,2.83,1.0,1,365
verified,Staten Island,Arrochar,40.59251,-74.06479,False,strict,Entire home/apt,2005,459.0,92.0,2,21,0.26,5.0,4,388
unconfirmed,Staten Island,Arrochar,40.59101,-74.06685,True,moderate,Private room,2014,1012.0,202.0,7,0,0.74,4.0,4,315
unconfirmed,Staten Island,Arrochar,40.59262,-74.06659,False,moderate,Entire home/apt,2013,845.0,169.0,2,8,0.09,1.0,4,297
unconfirmed,Brooklyn,Fort Greene,40.69142,-73.97203,True,strict,Entire home/apt,2010,937.0,187.0,7,4,0.05,1.0,2,167
unconfirmed,Manhattan,Upper East Side,40.76928,-73.95021,False,flexible,Entire home/apt,2019,761.0,152.0,2,314,3.45,4.0,2,388
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68338,-73.95289,False,flexible,Entire home/apt,2003,563.0,113.0,3,18,0.25,3.0,1,178
verified,Manhattan,West Village,40.72953,-74.00462,False,moderate,Entire home/apt,2014,294.0,59.0,7,11,0.12,1.0,1,381
unconfirmed,Manhattan,Financial District,40.70523,-74.01345,True,strict,Private room,2015,483.0,97.0,7,51,0.55,3.0,1,35
unconfirmed,Manhattan,Chelsea,40.74025,-74.00161,True,moderate,Private room,2012,313.0,63.0,5,20,0.33,4.0,1,14
verified,Manhattan,West Village,40.73378,-74.00429,False,moderate,Entire home/apt,2004,878.0,176.0,7,8,0.12,5.0,1,132
verified,Manhattan,Lower East Side,40.72087,-73.99022,False,flexible,Entire home/apt,2004,121.0,24.0,31,59,0.63,1.0,1,370
verified,Brooklyn,East Flatbush,40.64468,-73.94219,True,strict,Entire home/apt,2005,86.0,17.0,4,54,0.62,1.0,1,-9
verified,Manhattan,Lower East Side,40.7193,-73.98966,False,strict,Private room,2016,1165.0,233.0,5,10,0.46,4.0,1,355
verified,Manhattan,West Village,40.73312,-74.0042,True,strict,Entire home/apt,2006,640.0,128.0,4,153,1.66,5.0,4,254
unconfirmed,Brooklyn,Fort Greene,40.69778,-73.97676,True,moderate,Entire home/apt,2012,342.0,68.0,3,110,1.2,2.0,1,302
unconfirmed,Manhattan,East Village,40.72534,-73.98591,False,moderate,Private room,2016,1014.0,203.0,2,69,0.91,4.0,2,9
unconfirmed,Manhattan,Harlem,40.82151,-73.94516,True,strict,Entire home/apt,2016,494.0,99.0,1,1,0.18,3.0,1,336
verified,Brooklyn,Williamsburg,40.72059,-73.9567,False,flexible,Entire home/apt,2011,155.0,31.0,180,24,0.26,4.0,1,88
verified,Brooklyn,Crown Heights,40.6711,-73.95231,False,flexible,Private room,2021,659.0,132.0,2,20,0.59,4.0,1,396
unconfirmed,Brooklyn,Cypress Hills,40.67962,-73.88928,True,flexible,Private room,2012,290.0,58.0,90,17,0.27,1.0,2,33
unconfirmed,Manhattan,Upper East Side,40.76128,-73.96463,True,moderate,Entire home/apt,2005,907.0,181.0,7,11,0.12,5.0,1,302
verified,Manhattan,Nolita,40.72313,-73.99438,True,moderate,Entire home/apt,2008,158.0,32.0,5,5,0.09,5.0,1,73
unconfirmed,Brooklyn,Williamsburg,40.7177,-73.95576,True,flexible,Entire home/apt,2016,1170.0,234.0,4,0,0.74,1.0,1,373
unconfirmed,Manhattan,Upper West Side,40.78448,-73.97289,True,flexible,Entire home/apt,2022,1044.0,209.0,30,36,0.39,4.0,5,333
unconfirmed,Brooklyn,Fort Greene,40.68737,-73.97125,False,moderate,Entire home/apt,2007,282.0,56.0,15,5,0.12,2.0,1,404
unconfirmed,Manhattan,Chelsea,40.74139,-74.0005,False,moderate,Entire home/apt,2006,436.0,87.0,4,0,0.74,1.0,1,112
verified,Manhattan,Lower East Side,40.71992,-73.98773,False,flexible,Entire home/apt,2019,673.0,135.0,4,68,0.77,5.0,1,175
verified,Manhattan,Little Italy,40.71905,-73.99677,True,moderate,Entire home/apt,2008,115.0,23.0,28,89,0.99,5.0,1,26
unconfirmed,Manhattan,Financial District,40.70741,-74.00102,True,strict,Private room,2011,979.0,196.0,30,10,1.02,4.0,1,405
unconfirmed,Queens,Rego Park,40.73349,-73.86009,True,flexible,Private room,2006,896.0,179.0,1,38,0.85,3.0,1,83
verified,Bronx,Wakefield,40.89557,-73.8447,False,flexible,Private room,2010,756.0,151.0,2,15,0.17,3.0,1,64
verified,Brooklyn,Kensington,40.64277,-73.97296,True,flexible,Private room,2003,422.0,84.0,2,20,0.42,3.0,1,181
unconfirmed,Manhattan,East Harlem,40.79111,-73.94466,True,strict,Private room,2019,586.0,117.0,3,25,0.96,5.0,2,246
unconfirmed,Manhattan,Harlem,40.79951,-73.95257,False,strict,Entire home/apt,2020,666.0,133.0,2,35,0.42,3.0,1,261
unconfirmed,Brooklyn,Williamsburg,40.71647,-73.93974,True,flexible,Entire home/apt,2013,1183.0,237.0,30,1,0.01,2.0,1,253
verified,Manhattan,Chelsea,40.75114,-74.00195,True,strict,Entire home/apt,2020,175.0,35.0,3,64,0.7,4.0,1,92
unconfirmed,Brooklyn,Crown Heights,40.66431,-73.93216,True,flexible,Private room,2019,72.0,14.0,3,26,0.33,2.0,1,66
unconfirmed,Queens,Long Island City,40.74579,-73.95012,True,flexible,Private room,2015,620.0,124.0,2,244,2.74,5.0,1,142
unconfirmed,Brooklyn,Bushwick,40.70278,-73.92673,True,strict,Private room,2017,370.0,74.0,15,21,0.29,5.0,3,272
verified,Queens,Woodside,40.74409,-73.91122,True,flexible,Private room,2012,784.0,157.0,2,270,2.95,3.0,2,10
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68812,-73.93254,True,moderate,Private room,2011,174.0,35.0,10,16,0.19,4.0,3,212
verified,Manhattan,East Village,40.72454,-73.99151,True,moderate,Entire home/apt,2006,1078.0,216.0,3,24,0.26,2.0,1,-9
verified,Brooklyn,Williamsburg,40.71073,-73.96207,False,strict,Private room,2009,65.0,13.0,1,30,0.33,4.0,2,339
verified,Brooklyn,Williamsburg,40.71028,-73.96128,False,strict,Private room,2006,891.0,178.0,2,5,0.06,3.0,2,379
verified,Brooklyn,Prospect-Lefferts Gardens,40.65772,-73.96131,False,strict,Entire home/apt,2011,474.0,95.0,4,115,1.25,1.0,1,146
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68884,-73.95059,False,moderate,Private room,2003,440.0,88.0,5,9,0.19,1.0,2,28
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.6865,-73.95372,True,flexible,Private room,2012,627.0,125.0,5,45,0.52,2.0,2,105
unconfirmed,Manhattan,Midtown,40.75282,-73.97315,True,moderate,Entire home/apt,2021,1078.0,216.0,365,19,0.21,3.0,1,84
verified,Manhattan,Upper East Side,40.76373,-73.96897,True,moderate,Entire home/apt,2011,57.0,11.0,3,5,0.08,4.0,1,309
unconfirmed,Manhattan,Greenwich Village,40.73388,-73.99452,False,strict,Entire home/apt,2014,638.0,128.0,2,203,2.22,3.0,1,374
verified,Manhattan,Washington Heights,40.85774,-73.92901,True,flexible,Entire home/apt,2007,395.0,79.0,122,20,0.41,1.0,1,174
unconfirmed,Manhattan,East Village,40.72257,-73.98465,True,moderate,Entire home/apt,2019,516.0,103.0,3,49,0.53,4.0,1,232
verified,Brooklyn,Fort Greene,40.69135,-73.97321,True,moderate,Entire home/apt,2009,1161.0,232.0,5,7,0.08,5.0,1,133
unconfirmed,Brooklyn,Williamsburg,40.70513,-73.95505,True,moderate,Private room,2018,456.0,91.0,2,35,0.38,3.0,2,17
unconfirmed,Manhattan,West Village,40.73301,-74.00268,True,flexible,Entire home/apt,2013,125.0,25.0,5,28,0.31,4.0,4,287
verified,Manhattan,East Harlem,40.79793,-73.93612,True,moderate,Private room,2003,815.0,163.0,6,0,0.74,2.0,1,349
unconfirmed,Manhattan,Harlem,40.80285,-73.95166,True,moderate,Private room,2022,188.0,38.0,2,54,0.88,2.0,1,397
verified,Brooklyn,Bushwick,40.70642,-73.91665,True,moderate,Entire home/apt,2017,612.0,122.0,3,115,1.75,3.0,2,263
verified,Brooklyn,Clinton Hill,40.68156,-73.96537,False,moderate,Entire home/apt,2011,80.0,16.0,5,6,0.13,4.0,1,230
unconfirmed,Manhattan,Upper East Side,40.77368,-73.95198,True,moderate,Entire home/apt,2003,117.0,23.0,15,1,0.02,1.0,1,180
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68631,-73.93702,False,flexible,Entire home/apt,2003,632.0,126.0,3,204,2.31,4.0,1,27
verified,Brooklyn,Prospect Heights,40.67847,-73.97038,True,moderate,Entire home/apt,2014,1122.0,224.0,3,89,0.97,1.0,1,106
unconfirmed,Manhattan,Harlem,40.81371,-73.95585,True,moderate,Private room,2010,122.0,24.0,6,130,1.42,2.0,2,114
unconfirmed,Brooklyn,Greenpoint,40.72868,-73.95835,True,moderate,Private room,2016,213.0,43.0,7,15,0.25,1.0,3,3
verified,Manhattan,East Village,40.73168,-73.98662,True,strict,Entire home/apt,2003,652.0,130.0,30,52,0.6,1.0,1,28
verified,Brooklyn,Prospect-Lefferts Gardens,40.65689,-73.9533,False,moderate,Entire home/apt,2005,1003.0,201.0,6,58,0.63,3.0,1,296
verified,Manhattan,East Harlem,40.7928,-73.93967,False,moderate,Private room,2006,237.0,47.0,3,208,2.32,3.0,1,34
verified,Queens,Astoria,40.77117,-73.91905,True,strict,Private room,2012,911.0,182.0,5,3,0.03,1.0,1,316
verified,Manhattan,West Village,40.73729,-74.00807,False,moderate,Entire home/apt,2003,74.0,15.0,30,7,0.08,5.0,1,418
verified,Brooklyn,Bedford-Stuyvesant,40.68255,-73.91957,True,strict,Entire home/apt,2006,911.0,182.0,3,63,0.72,2.0,2,283
